name,host_star_name,url,planet_type,mass,planet_radius,orbital_period,orbit_distance,eccentricity,discovery_method,host_star_type
Kepler-148 c,Kepler-148,https://science.nasa.gov/exoplanet-catalog/kepler-148-c/,Neptune-like,12.6,0.321,4.2,0.05,0.0,Transit,K
Kepler-148 d,Kepler-148,https://science.nasa.gov/exoplanet-catalog/kepler-148-d/,Gas Giant,56.25590999999999,0.77437773,51.8,0.2607,0.0,Transit,K
Kepler-1480 b,Kepler-1480,https://science.nasa.gov/exoplanet-catalog/kepler-1480-b/,Super Earth,3.43,1.67,22.1,0.1525,0.0,Transit,K
Kepler-1481 b,Kepler-1481,https://science.nasa.gov/exoplanet-catalog/kepler-1481-b/,Super Earth,2.04,1.23,5.9,0.059,0.0,Transit,K
Kepler-1482 b,Kepler-1482,https://science.nasa.gov/exoplanet-catalog/kepler-1482-b/,Super Earth,1.01,1.01,12.3,0.09968,0.0,Transit,G
Kepler-1483 b,Kepler-1483,https://science.nasa.gov/exoplanet-catalog/kepler-1483-b/,Super Earth,2.92,1.52,9.5,0.0958,0.0,Transit,F
Kepler-1484 b,Kepler-1484,https://science.nasa.gov/exoplanet-catalog/kepler-1484-b/,Neptune-like,5.1,2.11,30.5,0.1939,0.0,Transit,G
Kepler-1485 b,Kepler-1485,https://science.nasa.gov/exoplanet-catalog/kepler-1485-b/,Super Earth,2.76,1.47,19.9,0.14732,0.0,Transit,F
Kepler-1486 b,Kepler-1486,https://science.nasa.gov/exoplanet-catalog/kepler-1486-b/,Neptune-like,5.99,0.20697654,54.6,0.2846,0.0,Transit,F
Kepler-1487 b,Kepler-1487,https://science.nasa.gov/exoplanet-catalog/kepler-1487-b/,Neptune-like,5.18,2.13,7.3,0.0898,0.0,Transit,G
Kepler-1487 c,Kepler-1487,https://science.nasa.gov/exoplanet-catalog/kepler-1487-c/,Gas Giant,48.62799,0.711,35.8,0.2588,0.0,Transit,G
Kepler-1488 b,Kepler-1488,https://science.nasa.gov/exoplanet-catalog/kepler-1488-b/,Super Earth,4.12,1.86,39.8,0.24153,0.0,Transit,G
Kepler-1488 c,Kepler-1488,https://science.nasa.gov/exoplanet-catalog/kepler-1488-c/,Super Earth,3.37,1.65156749,6.2,0.06959,0.0,Transit,G
Kepler-1489 b,Kepler-1489,https://science.nasa.gov/exoplanet-catalog/kepler-1489-b/,Super Earth,3.78,1.77,82.3,0.3679,0.0,Transit,G
Kepler-1489 c,Kepler-1489,https://science.nasa.gov/exoplanet-catalog/kepler-1489-c/,Terrestrial,0.087,0.51,0.7,Unknown,Not Found,Transit,G
Kepler-149 b,Kepler-149,https://science.nasa.gov/exoplanet-catalog/kepler-149-b/,Neptune-like,16.5,0.376,29.2,0.184,0.0,Transit,G
Kepler-149 c,Kepler-149,https://science.nasa.gov/exoplanet-catalog/kepler-149-c/,Super Earth,3.22,1.61,55.3,0.281,0.0,Transit,G
Kepler-149 d,Kepler-149,https://science.nasa.gov/exoplanet-catalog/kepler-149-d/,Neptune-like,14.9,0.353,160,0.571,0.0,Transit,G
Kepler-1490 b,Kepler-1490,https://science.nasa.gov/exoplanet-catalog/kepler-1490-b/,Neptune-like,9.48,0.271,92.4,0.3729,0.0,Transit,G
Kepler-1491 b,Kepler-1491,https://science.nasa.gov/exoplanet-catalog/kepler-1491-b/,Super Earth,2.89,1.51,16.6,0.127,0.0,Transit,G
Kepler-1491 c,Kepler-1491,https://science.nasa.gov/exoplanet-catalog/kepler-1491-c/,Neptune-like,6.53,0.21768259,61.6,0.3045,0.0,Transit,G
Kepler-1492 b,Kepler-1492,https://science.nasa.gov/exoplanet-catalog/kepler-1492-b/,Super Earth,2.83,1.49,16.8,0.1262,0.0,Transit,K
Kepler-1493 b,Kepler-1493,https://science.nasa.gov/exoplanet-catalog/kepler-1493-b/,Super Earth,2.57,1.41,15,0.1197,0.0,Transit,G
Kepler-1494 b,Kepler-1494,https://science.nasa.gov/exoplanet-catalog/kepler-1494-b/,Neptune-like,9.64,0.27388706,91.1,0.3982,0.0,Transit,G
Kepler-1495 b,Kepler-1495,https://science.nasa.gov/exoplanet-catalog/kepler-1495-b/,Neptune-like,8.96,0.262,85.3,0.3677,0.0,Transit,G
Kepler-1496 b,Kepler-1496,https://science.nasa.gov/exoplanet-catalog/kepler-1496-b/,Neptune-like,5.56,2.22,64.7,0.3211,0.0,Transit,F
Kepler-1497 b,Kepler-1497,https://science.nasa.gov/exoplanet-catalog/kepler-1497-b/,Super Earth,3.39,1.66,8.7,0.0817,0.0,Transit,G
Kepler-1498 b,Kepler-1498,https://science.nasa.gov/exoplanet-catalog/kepler-1498-b/,Super Earth,2.33,1.33,48.1,0.2528,0.0,Transit,K
Kepler-1499 b,Kepler-1499,https://science.nasa.gov/exoplanet-catalog/kepler-1499-b/,Super Earth,1.81,1.19,44.2,0.23225,0.0,Transit,K
Kepler-15 b,Kepler-15,https://science.nasa.gov/exoplanet-catalog/kepler-15-b/,Gas Giant,209.7678,0.96,4.9,0.05714,0.06,Transit,G
Kepler-150 b,Kepler-150,https://science.nasa.gov/exoplanet-catalog/kepler-150-b/,Super Earth,2.1,1.25,3.4,0.044,0.0,Transit,G
Kepler-150 c,Kepler-150,https://science.nasa.gov/exoplanet-catalog/kepler-150-c/,Neptune-like,13.2,0.329,7.4,0.073,0.0,Transit,G
Kepler-150 d,Kepler-150,https://science.nasa.gov/exoplanet-catalog/kepler-150-d/,Neptune-like,8.2,0.249,12.6,0.104,0.0,Transit,G
Kepler-150 e,Kepler-150,https://science.nasa.gov/exoplanet-catalog/kepler-150-e/,Neptune-like,9.91,0.278,30.8,0.189,0.0,Transit,G
Kepler-150 f,Kepler-150,https://science.nasa.gov/exoplanet-catalog/kepler-150-f/,Neptune-like,12.9,0.32473905,1.7,1.24,Not Found,Transit,G
Kepler-1500 b,Kepler-1500,https://science.nasa.gov/exoplanet-catalog/kepler-1500-b/,Super Earth,1.87,1.2,15,0.1236,0.0,Transit,G
Kepler-1501 b,Kepler-1501,https://science.nasa.gov/exoplanet-catalog/kepler-1501-b/,Super Earth,3.05,1.56,14.6,0.11592,0.0,Transit,F
Kepler-1502 b,Kepler-1502,https://science.nasa.gov/exoplanet-catalog/kepler-1502-b/,Neptune-like,10.2,0.284,41.7,0.2482,0.0,Transit,F
Kepler-1503 b,Kepler-1503,https://science.nasa.gov/exoplanet-catalog/kepler-1503-b/,Neptune-like,5.77,0.203,96.2,0.3771,0.0,Transit,K
Kepler-1504 b,Kepler-1504,https://science.nasa.gov/exoplanet-catalog/kepler-1504-b/,Neptune-like,5.18,2.13,82.3,0.3704,0.0,Transit,G
Kepler-1505 b,Kepler-1505,https://science.nasa.gov/exoplanet-catalog/kepler-1505-b/,Terrestrial,0.749,0.93,30.9,0.18298,0.0,Transit,G
Kepler-1506 b,Kepler-1506,https://science.nasa.gov/exoplanet-catalog/kepler-1506-b/,Super Earth,2.3,1.32,14,0.1168,0.0,Transit,G
Kepler-1507 b,Kepler-1507,https://science.nasa.gov/exoplanet-catalog/kepler-1507-b/,Terrestrial,0.52,0.84,16.1,0.11946,0.0,Transit,G
Kepler-1508 b,Kepler-1508,https://science.nasa.gov/exoplanet-catalog/kepler-1508-b/,Super Earth,2.33,1.33,20.7,0.1629,0.0,Transit,F
Kepler-1509 b,Kepler-1509,https://science.nasa.gov/exoplanet-catalog/kepler-1509-b/,Super Earth,4.08,1.85,25.4,0.1707,0.0,Transit,G
Kepler-151 b,Kepler-151,https://science.nasa.gov/exoplanet-catalog/kepler-151-b/,Neptune-like,9.59,0.273,15.2,0.116,0.0,Transit,G
Kepler-151 c,Kepler-151,https://science.nasa.gov/exoplanet-catalog/kepler-151-c/,Super Earth,5.02,2.09,24.7,0.16,0.0,Transit,G
Kepler-1510 b,Kepler-1510,https://science.nasa.gov/exoplanet-catalog/kepler-1510-b/,Neptune-like,11.2,0.29975912,84.7,0.4089,0.0,Transit,F
Kepler-1511 b,Kepler-1511,https://science.nasa.gov/exoplanet-catalog/kepler-1511-b/,Super Earth,3.46,1.68,23.2,0.1753,0.0,Transit,F
Kepler-1512 b,Kepler-1512,https://science.nasa.gov/exoplanet-catalog/kepler-1512-b/,Super Earth,1.76,1.18,20.4,0.13693,0.0,Transit,K
Kepler-1513 b,Kepler-1513,https://science.nasa.gov/exoplanet-catalog/kepler-1513-b/,Gas Giant,48.310159999999996,0.76670665,160.9,0.56971,0.31,Transit,G
Kepler-1513 c,Kepler-1513,https://science.nasa.gov/exoplanet-catalog/kepler-1513-c/,Gas Giant,84.54278,0.984,2.3,Unknown,0.12,Transit Timing Variations,G
Kepler-1514 b,Kepler-1514,https://science.nasa.gov/exoplanet-catalog/kepler-1514-b/,Gas Giant,1678.1424,1.108,217.8,0.753,0.4,Transit,F
Kepler-1514 c,Kepler-1514,https://science.nasa.gov/exoplanet-catalog/kepler-1514-c/,Super Earth,1.74,1.1758241,10.5,0.0997,0.32,Transit,F
Kepler-1515 b,Kepler-1515,https://science.nasa.gov/exoplanet-catalog/kepler-1515-b/,Gas Giant,66.10864,0.852,214.3,0.75235,0.0,Transit,F
Kepler-1516 b,Kepler-1516,https://science.nasa.gov/exoplanet-catalog/kepler-1516-b/,Super Earth,3.71,1.75,7.3,0.0718,0.0,Transit,G
Kepler-1517 b,Kepler-1517,https://science.nasa.gov/exoplanet-catalog/kepler-1517-b/,Gas Giant,68.65128,0.87072888,5.5,0.078,0.0,Transit,F
Kepler-1518 b,Kepler-1518,https://science.nasa.gov/exoplanet-catalog/kepler-1518-b/,Neptune-like,9.53,0.272,5.1,0.0593,0.0,Transit,F
Kepler-1518 c,Kepler-1518,https://science.nasa.gov/exoplanet-catalog/kepler-1518-c/,Neptune-like,8.75,0.259,9.6,0.0905,0.0,Transit,F
Kepler-1519 b,Kepler-1519,https://science.nasa.gov/exoplanet-catalog/kepler-1519-b/,Gas Giant,39.6,0.62985101,240.8,0.7655,0.0,Transit,G
Kepler-152 b,Kepler-152,https://science.nasa.gov/exoplanet-catalog/kepler-152-b/,Neptune-like,8.2,0.249,18.2,0.124,0.0,Transit,K
Kepler-152 c,Kepler-152,https://science.nasa.gov/exoplanet-catalog/kepler-152-c/,Neptune-like,6.3,0.213,88.3,0.356,0.0,Transit,K
Kepler-1520 b,Kepler-1520,https://science.nasa.gov/exoplanet-catalog/kepler-1520-b/,Neptune-like,28.1,0.515,0.7,0.0129,0.0,Transit,K
Kepler-1521 b,Kepler-1521,https://science.nasa.gov/exoplanet-catalog/kepler-1521-b/,Neptune-like,6.8,0.22303506,47.1,0.23476,0.0,Transit,K
Kepler-1522 b,Kepler-1522,https://science.nasa.gov/exoplanet-catalog/kepler-1522-b/,Super Earth,3.64,1.73,1.8,0.0288,0.0,Transit,G
Kepler-1523 b,Kepler-1523,https://science.nasa.gov/exoplanet-catalog/kepler-1523-b/,Super Earth,3.12,1.58,0.9,0.01867,0.0,Transit,G
Kepler-1524 b,Kepler-1524,https://science.nasa.gov/exoplanet-catalog/kepler-1524-b/,Neptune-like,12.3,0.316,71,0.3392,0.0,Transit,F
Kepler-1525 b,Kepler-1525,https://science.nasa.gov/exoplanet-catalog/kepler-1525-b/,Terrestrial,0.693,0.91,2.4,0.03557,0.0,Transit,G
Kepler-1526 b,Kepler-1526,https://science.nasa.gov/exoplanet-catalog/kepler-1526-b/,Neptune-like,6.48,0.217,3.9,0.0418,0.0,Transit,K
Kepler-1527 b,Kepler-1527,https://science.nasa.gov/exoplanet-catalog/kepler-1527-b/,Neptune-like,20.4,0.4255509,160.1,0.6276,0.0,Transit,F
Kepler-1528 b,Kepler-1528,https://science.nasa.gov/exoplanet-catalog/kepler-1528-b/,Super Earth,2.73,1.46,1.8,0.0296,0.0,Transit,G
Kepler-1529 b,Kepler-1529,https://science.nasa.gov/exoplanet-catalog/kepler-1529-b/,Neptune-like,5.06,2.1,5.3,0.0525,0.0,Transit,K
Kepler-153 b,Kepler-153,https://science.nasa.gov/exoplanet-catalog/kepler-153-b/,Neptune-like,8.85,0.261,18.9,0.129,0.0,Transit,G
Kepler-153 c,Kepler-153,https://science.nasa.gov/exoplanet-catalog/kepler-153-c/,Neptune-like,6.94,0.226,46.9,0.237,0.0,Transit,G
Kepler-1530 b,Kepler-1530,https://science.nasa.gov/exoplanet-catalog/kepler-1530-b/,Super Earth,3.33,1.64,2.6,0.03553,0.0,Transit,G
Kepler-1530 c,Kepler-1530,https://science.nasa.gov/exoplanet-catalog/kepler-1530-c/,Super Earth,3.36,1.65,5.3,0.05744,0.0,Transit,G
Kepler-1530 d,Kepler-1530,https://science.nasa.gov/exoplanet-catalog/kepler-1530-d/,Neptune-like,10.8,0.293,9.2,0.08276,0.0,Transit,G
Kepler-1531 b,Kepler-1531,https://science.nasa.gov/exoplanet-catalog/kepler-1531-b/,Super Earth,1.41,1.11,1.1,0.02204,0.0,Transit,F
Kepler-1532 b,Kepler-1532,https://science.nasa.gov/exoplanet-catalog/kepler-1532-b/,Super Earth,2.39,1.35,1.1,0.0206,0.0,Transit,G
Kepler-1533 b,Kepler-1533,https://science.nasa.gov/exoplanet-catalog/kepler-1533-b/,Neptune-like,11.8,0.30868052,308.5,0.93416,0.0,Transit,F
Kepler-1534 b,Kepler-1534,https://science.nasa.gov/exoplanet-catalog/kepler-1534-b/,Super Earth,4.23,1.89,5.7,0.0599,0.0,Transit,G
Kepler-1535 b,Kepler-1535,https://science.nasa.gov/exoplanet-catalog/kepler-1535-b/,Neptune-like,7.04,0.22749576,138.9,0.5329,0.0,Transit,F
Kepler-1536 b,Kepler-1536,https://science.nasa.gov/exoplanet-catalog/kepler-1536-b/,Neptune-like,10.0,0.28,364.8,0.8507,0.0,Transit,K
Kepler-1537 b,Kepler-1537,https://science.nasa.gov/exoplanet-catalog/kepler-1537-b/,Super Earth,1.76,1.18,1.4,0.0245,0.0,Transit,K
Kepler-1538 b,Kepler-1538,https://science.nasa.gov/exoplanet-catalog/kepler-1538-b/,Neptune-like,8.35,0.252,175.1,0.6095,0.0,Transit,G
Kepler-1539 b,Kepler-1539,https://science.nasa.gov/exoplanet-catalog/kepler-1539-b/,Neptune-like,7.75,0.241,133.3,0.4765,0.0,Transit,K
Kepler-154 b,Kepler-154,https://science.nasa.gov/exoplanet-catalog/kepler-154-b/,Neptune-like,5.73,0.202,33,0.198,0.0,Transit,G
Kepler-154 c,Kepler-154,https://science.nasa.gov/exoplanet-catalog/kepler-154-c/,Neptune-like,9.01,0.263,62.3,0.303,0.0,Transit,G
Kepler-154 d,Kepler-154,https://science.nasa.gov/exoplanet-catalog/kepler-154-d/,Neptune-like,14.1,0.34258185,20.5,0.14354,0.0,Transit,G
Kepler-154 e,Kepler-154,https://science.nasa.gov/exoplanet-catalog/kepler-154-e/,Super Earth,2.86,1.5,3.9,0.04766,0.0,Transit,G
Kepler-154 f,Kepler-154,https://science.nasa.gov/exoplanet-catalog/kepler-154-f/,Super Earth,2.86,1.5,9.9,0.08832,0.0,Transit,G
Kepler-1540 b,Kepler-1540,https://science.nasa.gov/exoplanet-catalog/kepler-1540-b/,Neptune-like,6.76,0.222,125.4,0.4426,0.0,Transit,K
Kepler-1541 b,Kepler-1541,https://science.nasa.gov/exoplanet-catalog/kepler-1541-b/,Super Earth,1.65,1.16,8.4,0.07555,0.0,Transit,K
Kepler-1542 b,Kepler-1542,https://science.nasa.gov/exoplanet-catalog/kepler-1542-b/,Terrestrial,0.363,0.76,4,0.04765,0.0,Transit,G
Kepler-1542 c,Kepler-1542,https://science.nasa.gov/exoplanet-catalog/kepler-1542-c/,Terrestrial,0.208,0.65,2.9,0.0387,0.0,Transit,G
Kepler-1542 d,Kepler-1542,https://science.nasa.gov/exoplanet-catalog/kepler-1542-d/,Terrestrial,0.59,0.87,6,0.0629,0.0,Transit,G
Kepler-1542 e,Kepler-1542,https://science.nasa.gov/exoplanet-catalog/kepler-1542-e/,Terrestrial,0.363,0.76,5.1,0.05649,0.0,Transit,G
Kepler-1543 b,Kepler-1543,https://science.nasa.gov/exoplanet-catalog/kepler-1543-b/,Neptune-like,7.8,0.24177001,7,0.0867,0.0,Transit,F
Kepler-1544 b,Kepler-1544,https://science.nasa.gov/exoplanet-catalog/kepler-1544-b/,Super Earth,3.82,1.78,168.8,0.54465,0.0,Transit,K
Kepler-1545 b,Kepler-1545,https://science.nasa.gov/exoplanet-catalog/kepler-1545-b/,Neptune-like,7.75,0.241,163.7,0.5442,0.0,Transit,K
Kepler-1546 b,Kepler-1546,https://science.nasa.gov/exoplanet-catalog/kepler-1546-b/,Neptune-like,9.96,0.2792399,19.6,0.1366,0.0,Transit,G
Kepler-1547 b,Kepler-1547,https://science.nasa.gov/exoplanet-catalog/kepler-1547-b/,Terrestrial,0.666,0.9,0.7,0.01556,0.0,Transit,F
Kepler-1548 b,Kepler-1548,https://science.nasa.gov/exoplanet-catalog/kepler-1548-b/,Neptune-like,7.46,0.236,124.8,0.4679,0.0,Transit,G
Kepler-1549 b,Kepler-1549,https://science.nasa.gov/exoplanet-catalog/kepler-1549-b/,Neptune-like,7.13,0.229,214.9,0.6687,0.0,Transit,G
Kepler-155 b,Kepler-155,https://science.nasa.gov/exoplanet-catalog/kepler-155-b/,Super Earth,5.02,2.09,5.9,0.056,0.0,Transit,K
Kepler-155 c,Kepler-155,https://science.nasa.gov/exoplanet-catalog/kepler-155-c/,Neptune-like,5.65,2.24,52.7,0.242,0.0,Transit,K
Kepler-1550 b,Kepler-1550,https://science.nasa.gov/exoplanet-catalog/kepler-1550-b/,Neptune-like,9.38,0.26942635,225.6,0.7681,0.0,Transit,F
Kepler-1551 b,Kepler-1551,https://science.nasa.gov/exoplanet-catalog/kepler-1551-b/,Neptune-like,7.56,0.237,24.5,0.1772,0.0,Transit,F
Kepler-1552 b,Kepler-1552,https://science.nasa.gov/exoplanet-catalog/kepler-1552-b/,Neptune-like,6.66,0.22,184.8,0.6011,0.0,Transit,K
Kepler-1553 b,Kepler-1553,https://science.nasa.gov/exoplanet-catalog/kepler-1553-b/,Super Earth,1.6,1.15,4.2,0.0481,0.0,Transit,K
Kepler-1554 b,Kepler-1554,https://science.nasa.gov/exoplanet-catalog/kepler-1554-b/,Neptune-like,8.75,0.25872067,198.1,0.59527,0.0,Transit,K
Kepler-1555 b,Kepler-1555,https://science.nasa.gov/exoplanet-catalog/kepler-1555-b/,Super Earth,3.22,1.61,8.1,0.0805,0.0,Transit,G
Kepler-1556 b,Kepler-1556,https://science.nasa.gov/exoplanet-catalog/kepler-1556-b/,Super Earth,4.5,1.96,8.8,0.0829,0.0,Transit,G
Kepler-1557 b,Kepler-1557,https://science.nasa.gov/exoplanet-catalog/kepler-1557-b/,Super Earth,2.96,1.53,3.7,0.049,0.0,Transit,F
Kepler-1558 b,Kepler-1558,https://science.nasa.gov/exoplanet-catalog/kepler-1558-b/,Terrestrial,0.244,0.68,3.5,0.04278,0.0,Transit,K
Kepler-1559 b,Kepler-1559,https://science.nasa.gov/exoplanet-catalog/kepler-1559-b/,Terrestrial,0.299,0.72,1,0.01835,0.0,Transit,G
Kepler-156 b,Kepler-156,https://science.nasa.gov/exoplanet-catalog/kepler-156-b/,Neptune-like,5.9,0.205,5,0.054,0.0,Transit,K
Kepler-156 c,Kepler-156,https://science.nasa.gov/exoplanet-catalog/kepler-156-c/,Neptune-like,7.04,0.227,15.9,0.117,0.0,Transit,K
Kepler-1560 b,Kepler-1560,https://science.nasa.gov/exoplanet-catalog/kepler-1560-b/,Terrestrial,0.64,0.89,3,0.04175,0.0,Transit,G
Kepler-1561 b,Kepler-1561,https://science.nasa.gov/exoplanet-catalog/kepler-1561-b/,Super Earth,1.32,1.09,1,0.0194,0.0,Transit,G
Kepler-1562 b,Kepler-1562,https://science.nasa.gov/exoplanet-catalog/kepler-1562-b/,Neptune-like,12.3,0.317,64.3,0.3308,0.0,Transit,G
Kepler-1563 b,Kepler-1563,https://science.nasa.gov/exoplanet-catalog/kepler-1563-b/,Terrestrial,0.347,0.75,3.4,0.0442,0.0,Transit,G
Kepler-1564 b,Kepler-1564,https://science.nasa.gov/exoplanet-catalog/kepler-1564-b/,Super Earth,2.76,1.47,18.1,0.1327,0.0,Transit,G
Kepler-1565 b,Kepler-1565,https://science.nasa.gov/exoplanet-catalog/kepler-1565-b/,Super Earth,1.81,1.19,1.5,0.0241,0.0,Transit,K
Kepler-1566 b,Kepler-1566,https://science.nasa.gov/exoplanet-catalog/kepler-1566-b/,Terrestrial,0.418,0.79,0.5,0.01198,0.0,Transit,K
Kepler-1567 b,Kepler-1567,https://science.nasa.gov/exoplanet-catalog/kepler-1567-b/,Neptune-like,7.9,0.244,154,0.552,0.0,Transit,G
Kepler-1568 b,Kepler-1568,https://science.nasa.gov/exoplanet-catalog/kepler-1568-b/,Super Earth,2.24,1.3,20.9,0.15157,0.0,Transit,G
Kepler-1569 b,Kepler-1569,https://science.nasa.gov/exoplanet-catalog/kepler-1569-b/,Super Earth,3.46,1.68,5.8,0.06669,0.0,Transit,F
Kepler-157 b,Kepler-157,https://science.nasa.gov/exoplanet-catalog/kepler-157-b/,Super Earth,2.3,1.32,1.7,0.028,0.0,Transit,G
Kepler-157 c,Kepler-157,https://science.nasa.gov/exoplanet-catalog/kepler-157-c/,Neptune-like,5.65,2.24,13.5,0.11,0.0,Transit,G
Kepler-157 d,Kepler-157,https://science.nasa.gov/exoplanet-catalog/kepler-157-d/,Super Earth,2.73,1.46,7,0.0706,0.0,Transit,G
Kepler-1570 b,Kepler-1570,https://science.nasa.gov/exoplanet-catalog/kepler-1570-b/,Super Earth,1.24,1.07,26.5,0.16699,0.0,Transit,G
Kepler-1571 b,Kepler-1571,https://science.nasa.gov/exoplanet-catalog/kepler-1571-b/,Super Earth,2.92,1.52,3.4,0.04287,0.0,Transit,F
Kepler-1572 b,Kepler-1572,https://science.nasa.gov/exoplanet-catalog/kepler-1572-b/,Terrestrial,0.779,0.94,5.5,0.05838,0.0,Transit,G
Kepler-1573 b,Kepler-1573,https://science.nasa.gov/exoplanet-catalog/kepler-1573-b/,Super Earth,1.87,1.2,2.6,0.0364,0.0,Transit,G
Kepler-1574 b,Kepler-1574,https://science.nasa.gov/exoplanet-catalog/kepler-1574-b/,Super Earth,2.21,1.29,6.9,0.0743,0.0,Transit,G
Kepler-1575 b,Kepler-1575,https://science.nasa.gov/exoplanet-catalog/kepler-1575-b/,Super Earth,2.27,1.31,2.6,0.0366,0.0,Transit,G
Kepler-1576 b,Kepler-1576,https://science.nasa.gov/exoplanet-catalog/kepler-1576-b/,Super Earth,1.12,1.04,7,0.07211,0.0,Transit,G
Kepler-1577 b,Kepler-1577,https://science.nasa.gov/exoplanet-catalog/kepler-1577-b/,Super Earth,1.51,1.13,6.3,0.0657,0.0,Transit,K
Kepler-1578 b,Kepler-1578,https://science.nasa.gov/exoplanet-catalog/kepler-1578-b/,Super Earth,1.12,1.04,1.5,0.0252,0.0,Transit,G
Kepler-1579 b,Kepler-1579,https://science.nasa.gov/exoplanet-catalog/kepler-1579-b/,Terrestrial,0.52,0.84,0.8,0.014,0.0,Transit,K
Kepler-158 b,Kepler-158,https://science.nasa.gov/exoplanet-catalog/kepler-158-b/,Neptune-like,5.14,2.12,16.7,0.111,0.0,Transit,K
Kepler-158 c,Kepler-158,https://science.nasa.gov/exoplanet-catalog/kepler-158-c/,Super Earth,4.27,1.9,28.6,0.158,0.0,Transit,K
Kepler-158 d,Kepler-158,https://science.nasa.gov/exoplanet-catalog/kepler-158-d/,Terrestrial,0.0472,0.43,0.6,Unknown,Not Found,Transit,K
Kepler-1580 b,Kepler-1580,https://science.nasa.gov/exoplanet-catalog/kepler-1580-b/,Neptune-like,5.1,2.11,56.6,0.33571,0.0,Transit,F
Kepler-1581 b,Kepler-1581,https://science.nasa.gov/exoplanet-catalog/kepler-1581-b/,Terrestrial,0.437,0.8,6.3,0.06865,0.0,Transit,F
Kepler-1582 b,Kepler-1582,https://science.nasa.gov/exoplanet-catalog/kepler-1582-b/,Super Earth,2.83,1.49,4.8,0.0316,0.0,Transit,M
Kepler-1583 b,Kepler-1583,https://science.nasa.gov/exoplanet-catalog/kepler-1583-b/,Terrestrial,0.156,0.6,9.3,0.08307,0.0,Transit,G
Kepler-1584 b,Kepler-1584,https://science.nasa.gov/exoplanet-catalog/kepler-1584-b/,Super Earth,3.22,1.61,13.4,0.1168,0.0,Transit,F
Kepler-1585 b,Kepler-1585,https://science.nasa.gov/exoplanet-catalog/kepler-1585-b/,Super Earth,3.86,1.79,3.6,0.0445,0.0,Transit,G
Kepler-1586 b,Kepler-1586,https://science.nasa.gov/exoplanet-catalog/kepler-1586-b/,Super Earth,2.92,1.52,15.6,0.12208,0.0,Transit,F
Kepler-1587 b,Kepler-1587,https://science.nasa.gov/exoplanet-catalog/kepler-1587-b/,Super Earth,2.33,1.33,9.4,0.08747,0.0,Transit,G
Kepler-1588 b,Kepler-1588,https://science.nasa.gov/exoplanet-catalog/kepler-1588-b/,Terrestrial,0.363,0.76,7.8,0.07419,0.0,Transit,G
Kepler-1589 b,Kepler-1589,https://science.nasa.gov/exoplanet-catalog/kepler-1589-b/,Super Earth,1.32,1.09,1,0.0205,0.0,Transit,F
Kepler-159 b,Kepler-159,https://science.nasa.gov/exoplanet-catalog/kepler-159-b/,Neptune-like,6.26,0.212,10.1,0.082,0.0,Transit,K
Kepler-159 c,Kepler-159,https://science.nasa.gov/exoplanet-catalog/kepler-159-c/,Neptune-like,11.5,0.304,43.6,0.218,0.0,Transit,K
Kepler-1590 b,Kepler-1590,https://science.nasa.gov/exoplanet-catalog/kepler-1590-b/,Super Earth,1.55,1.14,7.6,0.07116,0.0,Transit,F
Kepler-1591 b,Kepler-1591,https://science.nasa.gov/exoplanet-catalog/kepler-1591-b/,Super Earth,2.15,1.27,8.2,0.0794,0.0,Transit,F
Kepler-1592 b,Kepler-1592,https://science.nasa.gov/exoplanet-catalog/kepler-1592-b/,Super Earth,2.99,1.54,3.1,0.04,0.0,Transit,F
Kepler-1593 b,Kepler-1593,https://science.nasa.gov/exoplanet-catalog/kepler-1593-b/,Neptune-like,10.2,0.283,174.5,0.55494,0.0,Transit,K
Kepler-1594 b,Kepler-1594,https://science.nasa.gov/exoplanet-catalog/kepler-1594-b/,Super Earth,1.2,1.06,2.7,0.0396,0.0,Transit,G
Kepler-1595 b,Kepler-1595,https://science.nasa.gov/exoplanet-catalog/kepler-1595-b/,Super Earth,2.04,1.23,4.6,0.051,0.0,Transit,K
Kepler-1596 b,Kepler-1596,https://science.nasa.gov/exoplanet-catalog/kepler-1596-b/,Super Earth,4.27,1.9,66.4,0.3237,0.0,Transit,G
Kepler-1597 b,Kepler-1597,https://science.nasa.gov/exoplanet-catalog/kepler-1597-b/,Super Earth,1.2,1.06,2.9,0.04136,0.0,Transit,F
Kepler-1598 b,Kepler-1598,https://science.nasa.gov/exoplanet-catalog/kepler-1598-b/,Terrestrial,0.809,0.95,4.3,0.05207,0.0,Transit,G
Kepler-1599 b,Kepler-1599,https://science.nasa.gov/exoplanet-catalog/kepler-1599-b/,Super Earth,3.26,1.62,122.4,0.4823,0.0,Transit,G
Kepler-160 b,Kepler-160,https://science.nasa.gov/exoplanet-catalog/kepler-160-b/,Super Earth,3.59,1.715,4.3,0.05511,0.0,Transit,G
Kepler-160 c,Kepler-160,https://science.nasa.gov/exoplanet-catalog/kepler-160-c/,Neptune-like,13.6,0.33544473,13.7,0.1192,0.0,Transit,G
Kepler-160 d,Kepler-160,https://science.nasa.gov/exoplanet-catalog/kepler-160-d/,Gas Giant,100.00000026629999,Unknown,30,0.17,Not Found,Transit Timing Variations,G
Kepler-1600 b,Kepler-1600,https://science.nasa.gov/exoplanet-catalog/kepler-1600-b/,Neptune-like,9.96,0.279,386.4,0.98141,0.0,Transit,K
