name,host_star_name,url,planet_type,mass,planet_radius,orbital_period,orbit_distance,eccentricity,discovery_method,host_star_type
Kepler-1600 c,Kepler-1600,https://science.nasa.gov/exoplanet-catalog/kepler-1600-c/,Super Earth,4.43,1.94206512,7.3,0.06961,0.0,Transit,K
Kepler-1601 b,Kepler-1601,https://science.nasa.gov/exoplanet-catalog/kepler-1601-b/,Terrestrial,0.477,0.82,2.2,0.03281,0.0,Transit,G
Kepler-1602 b,Kepler-1602,https://science.nasa.gov/exoplanet-catalog/kepler-1602-b/,Super Earth,2.36,1.34,11.2,0.09744,0.0,Transit,F
Kepler-1603 b,Kepler-1603,https://science.nasa.gov/exoplanet-catalog/kepler-1603-b/,Super Earth,2.21,1.29,2.3,0.0351,0.0,Transit,F
Kepler-1604 b,Kepler-1604,https://science.nasa.gov/exoplanet-catalog/kepler-1604-b/,Super Earth,2.57,1.41,0.7,0.01406,0.0,Transit,K
Kepler-1605 b,Kepler-1605,https://science.nasa.gov/exoplanet-catalog/kepler-1605-b/,Super Earth,1.28,1.08,85.8,0.36567,0.0,Transit,K
Kepler-1606 b,Kepler-1606,https://science.nasa.gov/exoplanet-catalog/kepler-1606-b/,Super Earth,4.94,2.07,196.4,0.6421,0.0,Transit,G
Kepler-1607 b,Kepler-1607,https://science.nasa.gov/exoplanet-catalog/kepler-1607-b/,Terrestrial,0.721,0.92,13.6,0.11978,0.0,Transit,F
Kepler-1608 b,Kepler-1608,https://science.nasa.gov/exoplanet-catalog/kepler-1608-b/,Super Earth,3.64,1.73,16.5,0.1126,0.0,Transit,K
Kepler-1609 b,Kepler-1609,https://science.nasa.gov/exoplanet-catalog/kepler-1609-b/,Neptune-like,5.56,2.22,114.3,0.4679,0.0,Transit,F
Kepler-161 b,Kepler-161,https://science.nasa.gov/exoplanet-catalog/kepler-161-b/,Super Earth,12.1,2.12,4.9,0.054,0.0,Transit,K
Kepler-161 c,Kepler-161,https://science.nasa.gov/exoplanet-catalog/kepler-161-c/,Super Earth,11.8,2.05,7.1,0.068,0.0,Transit,K
Kepler-1610 b,Kepler-1610,https://science.nasa.gov/exoplanet-catalog/kepler-1610-b/,Super Earth,3.22,1.61,8.7,0.0777,0.0,Transit,K
Kepler-1610 c,Kepler-1610,https://science.nasa.gov/exoplanet-catalog/kepler-1610-c/,Super Earth,5.02,2.09,45,0.2323,0.0,Transit,K
Kepler-1611 b,Kepler-1611,https://science.nasa.gov/exoplanet-catalog/kepler-1611-b/,Terrestrial,0.457,0.81,5.2,0.0586,0.0,Transit,G
Kepler-1612 b,Kepler-1612,https://science.nasa.gov/exoplanet-catalog/kepler-1612-b/,Super Earth,1.08,1.03,3.9,0.0482,0.0,Transit,G
Kepler-1613 b,Kepler-1613,https://science.nasa.gov/exoplanet-catalog/kepler-1613-b/,Super Earth,4.98,2.08,1.5,0.02755,0.0,Transit,F
Kepler-1614 b,Kepler-1614,https://science.nasa.gov/exoplanet-catalog/kepler-1614-b/,Super Earth,2.83,1.49,3.9,0.0471,0.0,Transit,K
Kepler-1615 b,Kepler-1615,https://science.nasa.gov/exoplanet-catalog/kepler-1615-b/,Super Earth,4.9,2.06,47.3,0.2788,0.0,Transit,G
Kepler-1616 b,Kepler-1616,https://science.nasa.gov/exoplanet-catalog/kepler-1616-b/,Super Earth,1.04,1.02,6.8,0.07318,0.0,Transit,F
Kepler-1617 b,Kepler-1617,https://science.nasa.gov/exoplanet-catalog/kepler-1617-b/,Super Earth,1.87,1.2,27.5,0.17707,0.0,Transit,F
Kepler-1618 b,Kepler-1618,https://science.nasa.gov/exoplanet-catalog/kepler-1618-b/,Super Earth,2.13,1.26,6.1,0.07109,0.0,Transit,F
Kepler-1619 b,Kepler-1619,https://science.nasa.gov/exoplanet-catalog/kepler-1619-b/,Terrestrial,0.363,0.76,23.6,0.15413,0.0,Transit,G
Kepler-162 b,Kepler-162,https://science.nasa.gov/exoplanet-catalog/kepler-162-b/,Super Earth,2.13,1.26,6.9,0.069,0.0,Transit,G
Kepler-162 c,Kepler-162,https://science.nasa.gov/exoplanet-catalog/kepler-162-c/,Neptune-like,9.43,0.27,19.4,0.137,0.0,Transit,G
Kepler-1620 b,Kepler-1620,https://science.nasa.gov/exoplanet-catalog/kepler-1620-b/,Super Earth,3.22,1.61,102,0.4322,0.0,Transit,F
Kepler-1621 b,Kepler-1621,https://science.nasa.gov/exoplanet-catalog/kepler-1621-b/,Neptune-like,5.31,2.16,92.3,0.4204,0.0,Transit,F
Kepler-1622 b,Kepler-1622,https://science.nasa.gov/exoplanet-catalog/kepler-1622-b/,Super Earth,2.76,1.47,10.8,0.10136,0.0,Transit,F
Kepler-1623 b,Kepler-1623,https://science.nasa.gov/exoplanet-catalog/kepler-1623-b/,Super Earth,2.27,1.31,4.4,0.0518,0.0,Transit,G
Kepler-1624 b,Kepler-1624,https://science.nasa.gov/exoplanet-catalog/kepler-1624-b/,Neptune-like,27.6,0.509,3.3,0.0327,0.0,Transit,M
Kepler-1625 b,Kepler-1625,https://science.nasa.gov/exoplanet-catalog/kepler-1625-b/,Neptune-like,30.6,0.541,287.4,0.87762,0.0,Transit,G
Kepler-1626 b,Kepler-1626,https://science.nasa.gov/exoplanet-catalog/kepler-1626-b/,Super Earth,4.74,2.02,4.1,0.0537,0.0,Transit,F
Kepler-1627 b,Kepler-1627,https://science.nasa.gov/exoplanet-catalog/kepler-1627-b/,Neptune-like,13.2,0.329,7.2,0.0643,0.0,Transit,G
Kepler-1628 b,Kepler-1628,https://science.nasa.gov/exoplanet-catalog/kepler-1628-b/,Neptune-like,33.8,0.574,76.4,0.2952,0.0,Transit,M
Kepler-1629 b,Kepler-1629,https://science.nasa.gov/exoplanet-catalog/kepler-1629-b/,Terrestrial,0.381,0.77,3.9,0.0485,0.0,Transit,G
Kepler-163 b,Kepler-163,https://science.nasa.gov/exoplanet-catalog/kepler-163-b/,Super Earth,1.16,1.05,7.8,0.078,0.0,Transit,G
Kepler-163 c,Kepler-163,https://science.nasa.gov/exoplanet-catalog/kepler-163-c/,Neptune-like,5.73,0.202,21.3,0.152,0.0,Transit,G
Kepler-1630 b,Kepler-1630,https://science.nasa.gov/exoplanet-catalog/kepler-1630-b/,Neptune-like,5.43,2.19,1.4,1.1218,0.0,Transit,K
Kepler-1631 b,Kepler-1631,https://science.nasa.gov/exoplanet-catalog/kepler-1631-b/,Super Earth,2.39,1.35,4.1,0.0511,0.0,Transit,G
Kepler-1632 b,Kepler-1632,https://science.nasa.gov/exoplanet-catalog/kepler-1632-b/,Neptune-like,6.66,0.22,448.3,0.6762,0.0,Transit,F
Kepler-1633 b,Kepler-1633,https://science.nasa.gov/exoplanet-catalog/kepler-1633-b/,Super Earth,3.12,1.58,186.4,0.3875,0.0,Transit,F
Kepler-1634 b,Kepler-1634,https://science.nasa.gov/exoplanet-catalog/kepler-1634-b/,Neptune-like,10.3,0.285,374.9,1.0525,0.0,Transit,G
Kepler-1635 b,Kepler-1635,https://science.nasa.gov/exoplanet-catalog/kepler-1635-b/,Neptune-like,12.9,0.32473905,469.6,1.12664,0.0,Transit,G
Kepler-1636 b,Kepler-1636,https://science.nasa.gov/exoplanet-catalog/kepler-1636-b/,Neptune-like,10.5,0.2881613,425.5,1.12191,0.0,Transit,G
Kepler-1637 b,Kepler-1637,https://science.nasa.gov/exoplanet-catalog/kepler-1637-b/,Terrestrial,0.64,0.89,6.1,0.0596,0.0,Transit,G
Kepler-1638 b,Kepler-1638,https://science.nasa.gov/exoplanet-catalog/kepler-1638-b/,Super Earth,4.16,1.87,259.3,0.745,0.0,Transit,G
Kepler-1639 b,Kepler-1639,https://science.nasa.gov/exoplanet-catalog/kepler-1639-b/,Neptune-like,7.18,0.23,9.9,0.0932,0.0,Transit,F
Kepler-164 b,Kepler-164,https://science.nasa.gov/exoplanet-catalog/kepler-164-b/,Super Earth,2.57,1.41,5,0.058,0.0,Transit,G
Kepler-164 c,Kepler-164,https://science.nasa.gov/exoplanet-catalog/kepler-164-c/,Neptune-like,7.9,0.244,10.9,0.097,0.0,Transit,G
Kepler-164 d,Kepler-164,https://science.nasa.gov/exoplanet-catalog/kepler-164-d/,Neptune-like,6.57,0.219,29,0.187,0.0,Transit,G
Kepler-164 e,Kepler-164,https://science.nasa.gov/exoplanet-catalog/kepler-164-e/,Neptune-like,16.7,0.378,94.9,0.4025,0.0,Transit,G
Kepler-1640 b,Kepler-1640,https://science.nasa.gov/exoplanet-catalog/kepler-1640-b/,Neptune-like,20.7,0.43,7.6,0.0836,0.0,Transit,F
Kepler-1641 b,Kepler-1641,https://science.nasa.gov/exoplanet-catalog/kepler-1641-b/,Neptune-like,9.85,0.277,19.7,0.1473,0.0,Transit,F
Kepler-1641 c,Kepler-1641,https://science.nasa.gov/exoplanet-catalog/kepler-1641-c/,Neptune-like,9.01,0.26318137,32.7,0.2065,0.0,Transit,F
Kepler-1642 b,Kepler-1642,https://science.nasa.gov/exoplanet-catalog/kepler-1642-b/,Neptune-like,10.3,0.28548488,12.2,0.1016,0.0,Transit,G
Kepler-1642 c,Kepler-1642,https://science.nasa.gov/exoplanet-catalog/kepler-1642-c/,Neptune-like,7.56,0.23730931,6.7,0.0678,0.0,Transit,G
Kepler-1643 b,Kepler-1643,https://science.nasa.gov/exoplanet-catalog/kepler-1643-b/,Neptune-like,5.99,0.207,5.3,0.0531,0.0,Transit,K
Kepler-1644 b,Kepler-1644,https://science.nasa.gov/exoplanet-catalog/kepler-1644-b/,Super Earth,4.19,1.88,21.1,0.142,0.0,Transit,G
Kepler-1645 b,Kepler-1645,https://science.nasa.gov/exoplanet-catalog/kepler-1645-b/,Super Earth,3.82,1.78,16.2,0.1285,0.0,Transit,G
Kepler-1646 b,Kepler-1646,https://science.nasa.gov/exoplanet-catalog/kepler-1646-b/,Super Earth,2.04,1.23,4.5,0.0295,0.0,Transit,M
Kepler-1647 b,Kepler-1647,https://science.nasa.gov/exoplanet-catalog/kepler-1647-b/,Gas Giant,482.99989439999996,1.059,3,2.7205,0.06,Transit,F
Kepler-1649 b,Kepler-1649,https://science.nasa.gov/exoplanet-catalog/kepler-1649-b/,Super Earth,1.03,1.017,8.7,0.0514,0.0,Transit,M
Kepler-1649 c,Kepler-1649,https://science.nasa.gov/exoplanet-catalog/kepler-1649-c/,Super Earth,1.2,1.06,19.5,0.0649,0.0,Transit,M
Kepler-165 b,Kepler-165,https://science.nasa.gov/exoplanet-catalog/kepler-165-b/,Neptune-like,5.99,0.207,8.2,0.072,0.0,Transit,K
Kepler-165 c,Kepler-165,https://science.nasa.gov/exoplanet-catalog/kepler-165-c/,Neptune-like,5.6,2.23,15.3,0.11,0.0,Transit,K
Kepler-1650 b,Kepler-1650,https://science.nasa.gov/exoplanet-catalog/kepler-1650-b/,Terrestrial,0.84,0.96,1.5,0.0167,0.01,Transit,M
Kepler-1651 b,Kepler-1651,https://science.nasa.gov/exoplanet-catalog/kepler-1651-b/,Super Earth,4.04,1.84,9.9,0.0692,0.13,Transit,M
Kepler-1652 b,Kepler-1652,https://science.nasa.gov/exoplanet-catalog/kepler-1652-b/,Super Earth,3.19,1.6,38.1,0.1654,0.0,Transit,M
Kepler-1653 b,Kepler-1653,https://science.nasa.gov/exoplanet-catalog/kepler-1653-b/,Neptune-like,5.35,2.17,140.3,0.4706,0.0,Transit,K
Kepler-1654 b,Kepler-1654,https://science.nasa.gov/exoplanet-catalog/kepler-1654-b/,Gas Giant,158.915,0.819,2.9,2.026,0.26,Transit,G
Kepler-1655 b,Kepler-1655,https://science.nasa.gov/exoplanet-catalog/kepler-1655-b/,Neptune-like,5.4,2.213,11.9,0.1029,< 0.19,Transit,F
Kepler-1656 b,Kepler-1656,https://science.nasa.gov/exoplanet-catalog/kepler-1656-b/,Gas Giant,47.674499999999995,0.408,31.6,0.1974,0.84,Transit,G
Kepler-1656 c,Kepler-1656,https://science.nasa.gov/exoplanet-catalog/kepler-1656-c/,Gas Giant,127.132,1.25,5.3,3.053,0.53,Radial Velocity,G
Kepler-1658 b,Kepler-1658,https://science.nasa.gov/exoplanet-catalog/kepler-1658-b/,Gas Giant,1868.8403999999998,1.07,3.8,0.0544,0.06,Transit,F
Kepler-166 b,Kepler-166,https://science.nasa.gov/exoplanet-catalog/kepler-166-b/,Neptune-like,5.77,0.203,7.7,0.072,0.0,Transit,G
Kepler-166 c,Kepler-166,https://science.nasa.gov/exoplanet-catalog/kepler-166-c/,Neptune-like,6.26,0.212,34.3,0.195,0.0,Transit,G
Kepler-166 d,Kepler-166,https://science.nasa.gov/exoplanet-catalog/kepler-166-d/,Super Earth,3.64,1.73,1.6,0.02449,0.0,Transit,G
Kepler-1660 AB b,Kepler-1660 AB,https://science.nasa.gov/exoplanet-catalog/kepler-1660-ab-b/,Gas Giant,1586.60736,1.15,239.5,0.8,0.06,Eclipse Timing Variations,F
Kepler-1661 b,Kepler-1661,https://science.nasa.gov/exoplanet-catalog/kepler-1661-b/,Neptune-like,17.0,0.345,175.1,0.633,0.06,Transit,K
Kepler-1663 b,Kepler-1663,https://science.nasa.gov/exoplanet-catalog/kepler-1663-b/,Neptune-like,10.9,0.295,17.6,0.1072,0.0,Transit,M
Kepler-1664 b,Kepler-1664,https://science.nasa.gov/exoplanet-catalog/kepler-1664-b/,Neptune-like,9.45,0.27060456,14.4,0.1137,0.0,Transit,G
Kepler-1665 b,Kepler-1665,https://science.nasa.gov/exoplanet-catalog/kepler-1665-b/,Neptune-like,8.44,0.25328824,12,0.096,0.0,Transit,K
Kepler-1666 b,Kepler-1666,https://science.nasa.gov/exoplanet-catalog/kepler-1666-b/,Neptune-like,8.66,0.25718064,25.8,0.1761,0.0,Transit,F
Kepler-1666 c,Kepler-1666,https://science.nasa.gov/exoplanet-catalog/kepler-1666-c/,Neptune-like,10.5,0.28866513,40.7,0.2383,0.0,Transit,F
Kepler-1667 b,Kepler-1667,https://science.nasa.gov/exoplanet-catalog/kepler-1667-b/,Neptune-like,9.19,0.2662015,83.6,0.35905,0.0,Transit,G
Kepler-1668 b,Kepler-1668,https://science.nasa.gov/exoplanet-catalog/kepler-1668-b/,Neptune-like,17.4,0.388,15.4,0.124,0.0,Transit,G
Kepler-1669 b,Kepler-1669,https://science.nasa.gov/exoplanet-catalog/kepler-1669-b/,Neptune-like,8.15,0.248,9.5,0.0745,0.0,Transit,K
Kepler-1669 c,Kepler-1669,https://science.nasa.gov/exoplanet-catalog/kepler-1669-c/,Super Earth,4.27,1.901,1.6,0.0228,0.0,Transit,K
Kepler-1669 d,Kepler-1669,https://science.nasa.gov/exoplanet-catalog/kepler-1669-d/,Super Earth,1.98,1.22,4.7,0.0468,0.0,Transit,K
Kepler-167 b,Kepler-167,https://science.nasa.gov/exoplanet-catalog/kepler-167-b/,Super Earth,3.6,1.718,4.4,0.04825,0.0,Transit,K
Kepler-167 c,Kepler-167,https://science.nasa.gov/exoplanet-catalog/kepler-167-c/,Super Earth,3.44,1.674,7.4,0.0684,0.0,Transit,K
Kepler-167 d,Kepler-167,https://science.nasa.gov/exoplanet-catalog/kepler-167-d/,Super Earth,2.06,1.238,21.8,0.1404,0.0,Transit,K
Kepler-167 e,Kepler-167,https://science.nasa.gov/exoplanet-catalog/kepler-167-e/,Gas Giant,321.00829999999996,0.90641605,2.9,1.883,< 0.29,Transit,K
Kepler-1670 b,Kepler-1670,https://science.nasa.gov/exoplanet-catalog/kepler-1670-b/,Neptune-like,11.2,0.2994451,20.5,0.1528,0.0,Transit,G
Kepler-1671 b,Kepler-1671,https://science.nasa.gov/exoplanet-catalog/kepler-1671-b/,Super Earth,2.32,1.32557381,4.2,0.04946,0.0,Transit,K
Kepler-1672 b,Kepler-1672,https://science.nasa.gov/exoplanet-catalog/kepler-1672-b/,Neptune-like,9.11,0.26498596,150.9,0.55374,0.0,Transit,F
Kepler-1673 b,Kepler-1673,https://science.nasa.gov/exoplanet-catalog/kepler-1673-b/,Neptune-like,8.93,0.2618895,33.8,0.21363,0.0,Transit,F
Kepler-1674 b,Kepler-1674,https://science.nasa.gov/exoplanet-catalog/kepler-1674-b/,Neptune-like,10.4,0.28600008,62.6,0.3017,0.0,Transit,G
Kepler-1675 b,Kepler-1675,https://science.nasa.gov/exoplanet-catalog/kepler-1675-b/,Neptune-like,9.93,0.27877897,63,0.32185,0.0,Transit,G
Kepler-1676 b,Kepler-1676,https://science.nasa.gov/exoplanet-catalog/kepler-1676-b/,Neptune-like,11.3,0.301,29.9,0.1954,0.0,Transit,G
Kepler-1677 b,Kepler-1677,https://science.nasa.gov/exoplanet-catalog/kepler-1677-b/,Neptune-like,7.76,0.24107073,22.1,0.1599,0.0,Transit,F
Kepler-1678 b,Kepler-1678,https://science.nasa.gov/exoplanet-catalog/kepler-1678-b/,Neptune-like,10.9,0.295,148,0.5302,0.0,Transit,G
Kepler-1679 b,Kepler-1679,https://science.nasa.gov/exoplanet-catalog/kepler-1679-b/,Super Earth,4.93,2.069,9.8,0.0892,0.0,Transit,G
Kepler-168 b,Kepler-168,https://science.nasa.gov/exoplanet-catalog/kepler-168-b/,Super Earth,2.73,1.46,4.4,0.056,0.0,Transit,F
Kepler-168 c,Kepler-168,https://science.nasa.gov/exoplanet-catalog/kepler-168-c/,Neptune-like,7.7,0.24,13.2,0.116,0.0,Transit,F
Kepler-1680 b,Kepler-1680,https://science.nasa.gov/exoplanet-catalog/kepler-1680-b/,Super Earth,2.42,1.36,8.8,0.07642,0.0,Transit,K
Kepler-1681 b,Kepler-1681,https://science.nasa.gov/exoplanet-catalog/kepler-1681-b/,Neptune-like,7.05,0.228,69.9,0.32,0.0,Transit,G
Kepler-1682 b,Kepler-1682,https://science.nasa.gov/exoplanet-catalog/kepler-1682-b/,Neptune-like,8.7,0.258,14.8,0.1134,0.0,Transit,G
Kepler-1683 b,Kepler-1683,https://science.nasa.gov/exoplanet-catalog/kepler-1683-b/,Super Earth,4.17,1.875,15,0.1182,0.0,Transit,G
Kepler-1684 b,Kepler-1684,https://science.nasa.gov/exoplanet-catalog/kepler-1684-b/,Neptune-like,8.6,0.256,47.7,0.2253,0.0,Transit,K
Kepler-1685 b,Kepler-1685,https://science.nasa.gov/exoplanet-catalog/kepler-1685-b/,Neptune-like,7.16,0.22988133,20.5,0.1485,0.0,Transit,G
Kepler-1686 b,Kepler-1686,https://science.nasa.gov/exoplanet-catalog/kepler-1686-b/,Super Earth,2.62,1.42553017,9.3,0.08827,0.0,Transit,G
Kepler-1687 b,Kepler-1687,https://science.nasa.gov/exoplanet-catalog/kepler-1687-b/,Super Earth,3.38,1.656,5.8,0.0532,0.0,Transit,K
Kepler-1688 b,Kepler-1688,https://science.nasa.gov/exoplanet-catalog/kepler-1688-b/,Super Earth,2.13,1.26174569,5.6,0.0577,0.0,Transit,K
Kepler-1689 b,Kepler-1689,https://science.nasa.gov/exoplanet-catalog/kepler-1689-b/,Terrestrial,0.799,0.94678642,8.5,0.0784,0.0,Transit,G
Kepler-169 b,Kepler-169,https://science.nasa.gov/exoplanet-catalog/kepler-169-b/,Super Earth,1.51,1.13,3.3,0.04,0.0,Transit,K
Kepler-169 c,Kepler-169,https://science.nasa.gov/exoplanet-catalog/kepler-169-c/,Super Earth,1.92,1.21,6.2,0.062,0.0,Transit,K
Kepler-169 d,Kepler-169,https://science.nasa.gov/exoplanet-catalog/kepler-169-d/,Super Earth,2.1,1.25,8.3,0.075,0.0,Transit,K
Kepler-169 e,Kepler-169,https://science.nasa.gov/exoplanet-catalog/kepler-169-e/,Neptune-like,5.48,2.2,13.8,0.105,0.0,Transit,K
Kepler-169 f,Kepler-169,https://science.nasa.gov/exoplanet-catalog/kepler-169-f/,Neptune-like,7.18,0.23,87.1,0.359,0.0,Transit,K
Kepler-1690 b,Kepler-1690,https://science.nasa.gov/exoplanet-catalog/kepler-1690-b/,Neptune-like,8.3,0.251,234.6,0.7097,0.0,Transit,G
Kepler-1691 b,Kepler-1691,https://science.nasa.gov/exoplanet-catalog/kepler-1691-b/,Super Earth,4.02,1.83470985,3.8,0.0495,0.0,Transit,F
Kepler-1692 b,Kepler-1692,https://science.nasa.gov/exoplanet-catalog/kepler-1692-b/,Super Earth,1.42,1.112,6,0.0646,0.0,Transit,K
Kepler-1693 b,Kepler-1693,https://science.nasa.gov/exoplanet-catalog/kepler-1693-b/,Super Earth,2.21,1.28938413,12.1,0.1011,0.0,Transit,G
Kepler-1693 c,Kepler-1693,https://science.nasa.gov/exoplanet-catalog/kepler-1693-c/,Terrestrial,0.894,0.97698289,5.4,0.0588,0.0,Transit,G
Kepler-1694 b,Kepler-1694,https://science.nasa.gov/exoplanet-catalog/kepler-1694-b/,Super Earth,1.76,1.18,3.9,0.0449,0.0,Transit,K
Kepler-1695 b,Kepler-1695,https://science.nasa.gov/exoplanet-catalog/kepler-1695-b/,Super Earth,1.46,1.11948901,4.7,0.0529,0.0,Transit,G
Kepler-1696 b,Kepler-1696,https://science.nasa.gov/exoplanet-catalog/kepler-1696-b/,Neptune-like,8.29,0.251,65.9,0.3244,0.0,Transit,G
Kepler-1697 b,Kepler-1697,https://science.nasa.gov/exoplanet-catalog/kepler-1697-b/,Super Earth,2.12,1.26,33.5,0.2008,0.0,Transit,K
Kepler-1698 b,Kepler-1698,https://science.nasa.gov/exoplanet-catalog/kepler-1698-b/,Super Earth,1.25,1.07315686,1.2,0.02065,0.0,Transit,K
Kepler-1699 b,Kepler-1699,https://science.nasa.gov/exoplanet-catalog/kepler-1699-b/,Super Earth,3.08,1.567,3.5,0.0418,0.0,Transit,G
Kepler-16 b,Kepler-16,https://science.nasa.gov/exoplanet-catalog/kepler-16b/,Gas Giant,105.83739,0.754,228.8,0.7048,0.01,Transit,Not Found
Kepler-17 b,Kepler-17,https://science.nasa.gov/exoplanet-catalog/kepler-17-b/,Gas Giant,778.6835,1.31,1.5,0.02591,< 0.011,Transit,G
Kepler-170 b,Kepler-170,https://science.nasa.gov/exoplanet-catalog/kepler-170-b/,Gas Giant,82.6358,0.285,7.9,0.08,0.0,Transit,G
Kepler-170 c,Kepler-170,https://science.nasa.gov/exoplanet-catalog/kepler-170-c/,Neptune-like,8.55,0.255,16.7,0.131,0.0,Transit,G
Kepler-1700 b,Kepler-1700,https://science.nasa.gov/exoplanet-catalog/kepler-1700-b/,Neptune-like,8.76,0.259,234.2,0.76094,0.0,Transit,F
Kepler-1701 b,Kepler-1701,https://science.nasa.gov/exoplanet-catalog/kepler-1701-b/,Neptune-like,5.57,2.222,169.1,0.5738,0.0,Transit,K
Kepler-1702 b,Kepler-1702,https://science.nasa.gov/exoplanet-catalog/kepler-1702-b/,Super Earth,3.2,1.602,18.5,0.1275,0.0,Transit,K
Kepler-1704 b,Kepler-1704,https://science.nasa.gov/exoplanet-catalog/kepler-1704-b/,Gas Giant,1322.1728,1.066,2.7,2.027,0.92,Transit,G
Kepler-1705 b,Kepler-1705,https://science.nasa.gov/exoplanet-catalog/kepler-1705-b/,Neptune-like,4.47,2.03,9,0.08,0.03,Transit,F
Kepler-1705 c,Kepler-1705,https://science.nasa.gov/exoplanet-catalog/kepler-1705-c/,Super Earth,5.42,2.05,11.3,Unknown,0.03,Transit,F
Kepler-1708 b,Kepler-1708,https://science.nasa.gov/exoplanet-catalog/kepler-1708-b/,Gas Giant,1462.0179999999998,0.889,2,1.64,< 0.4,Transit,F
Kepler-1709 b,Kepler-1709,https://science.nasa.gov/exoplanet-catalog/kepler-1709-b/,Neptune-like,9.93,0.279,65.7,0.32704,0.0,Transit,G
Kepler-171 b,Kepler-171,https://science.nasa.gov/exoplanet-catalog/kepler-171-b/,Neptune-like,6.08,0.209,4.2,0.05,0.0,Transit,G
Kepler-171 c,Kepler-171,https://science.nasa.gov/exoplanet-catalog/kepler-171-c/,Neptune-like,7.08,0.228,11.5,0.098,0.0,Transit,G
Kepler-171 d,Kepler-171,https://science.nasa.gov/exoplanet-catalog/kepler-171-d/,Super Earth,4.23,1.89,39.6,0.223,0.0,Transit,G
Kepler-1710 b,Kepler-1710,https://science.nasa.gov/exoplanet-catalog/kepler-1710-b/,Neptune-like,3.49494,0.285,14.9,0.11583,0.0,Transit,G
Kepler-1711 b,Kepler-1711,https://science.nasa.gov/exoplanet-catalog/kepler-1711-b/,Super Earth,4.36,1.923,21.1,0.1463,0.0,Transit,G
Kepler-1712 b,Kepler-1712,https://science.nasa.gov/exoplanet-catalog/kepler-1712-b/,Neptune-like,5.83,0.204,13.8,0.0903,0.0,Transit,M
Kepler-1713 b,Kepler-1713,https://science.nasa.gov/exoplanet-catalog/kepler-1713-b/,Super Earth,3.59,1.717,18,0.14185,0.0,Transit,F
Kepler-1714 b,Kepler-1714,https://science.nasa.gov/exoplanet-catalog/kepler-1714-b/,Neptune-like,10.7,0.29122836,10.3,0.10549,0.0,Transit,F
Kepler-1715 b,Kepler-1715,https://science.nasa.gov/exoplanet-catalog/kepler-1715-b/,Neptune-like,16.0,0.36938441,35.6,0.22429,0.0,Transit,F
Kepler-1716 b,Kepler-1716,https://science.nasa.gov/exoplanet-catalog/kepler-1716-b/,Neptune-like,6.46,0.21632373,35.6,0.18836,0.0,Transit,K
Kepler-1717 b,Kepler-1717,https://science.nasa.gov/exoplanet-catalog/kepler-1717-b/,Neptune-like,9.21,0.26668773,30.7,0.2014,0.0,Transit,F
Kepler-1718 b,Kepler-1718,https://science.nasa.gov/exoplanet-catalog/kepler-1718-b/,Neptune-like,7.12,0.229,135.2,0.48418,0.0,Transit,G
Kepler-1719 b,Kepler-1719,https://science.nasa.gov/exoplanet-catalog/kepler-1719-b/,Neptune-like,14.8,0.352,6.1,0.06868,0.0,Transit,G
Kepler-172 b,Kepler-172,https://science.nasa.gov/exoplanet-catalog/kepler-172-b/,Neptune-like,6.12,0.21,2.9,0.04,0.0,Transit,G
Kepler-172 c,Kepler-172,https://science.nasa.gov/exoplanet-catalog/kepler-172-c/,Neptune-like,8.55,0.255,6.4,0.068,0.0,Transit,G
Kepler-172 d,Kepler-172,https://science.nasa.gov/exoplanet-catalog/kepler-172-d/,Neptune-like,5.69,0.201,14.6,0.118,0.0,Transit,G
Kepler-172 e,Kepler-172,https://science.nasa.gov/exoplanet-catalog/kepler-172-e/,Neptune-like,8.05,0.246,35.1,0.211,0.0,Transit,G
Kepler-1720 b,Kepler-1720,https://science.nasa.gov/exoplanet-catalog/kepler-1720-b/,Neptune-like,10.4,0.287,12.7,0.1043,0.0,Transit,G
Kepler-1721 b,Kepler-1721,https://science.nasa.gov/exoplanet-catalog/kepler-1721-b/,Neptune-like,9.9,0.278,4.6,0.0519,0.0,Transit,G
Kepler-1722 b,Kepler-1722,https://science.nasa.gov/exoplanet-catalog/kepler-1722-b/,Neptune-like,8.58,0.256,9.2,0.0819,0.0,Transit,G
Kepler-1723 b,Kepler-1723,https://science.nasa.gov/exoplanet-catalog/kepler-1723-b/,Neptune-like,8.65,0.257,39.8,0.2249,0.0,Transit,F
Kepler-1724 b,Kepler-1724,https://science.nasa.gov/exoplanet-catalog/kepler-1724-b/,Neptune-like,8.43,0.253,6.5,0.0683,0.0,Transit,F
Kepler-1725 b,Kepler-1725,https://science.nasa.gov/exoplanet-catalog/kepler-1725-b/,Neptune-like,8.31,0.251,16.7,0.13263,0.0,Transit,F
Kepler-1726 b,Kepler-1726,https://science.nasa.gov/exoplanet-catalog/kepler-1726-b/,Neptune-like,6.84,0.22380443,18.4,0.12794,0.0,Transit,G
Kepler-1727 b,Kepler-1727,https://science.nasa.gov/exoplanet-catalog/kepler-1727-b/,Neptune-like,10.2,0.28309588,9,0.0796,0.0,Transit,G
